,gold_present,wrong_present,gold2_present,wrong2_present,out,out2,order,question1,question2,f11,f12,ac,ac2,judge,og_accuracy,cf_accuracy,orig_comp,cf_comp
2wiki-1d344f7a08f111ebbda8ac1f6bf848b6,True,False,True,False,Jacques Favart. Jacques Favart was,Malvin Gray Johnson. Malvin Gray Johnson was,orig,"Who was born later, Malvin Gray Johnson or Jacques Favart?","Who was born earlier, Malvin Gray Johnson or Jacques Favart?",0.5,0.5454545454545454,0.0,0.0,Correct,1,1,later,earlier
2wiki-fa799d85085611ebbd59ac1f6bf848b6,False,False,True,False,,Billy Talbot,orig,"Who was born earlier, Billy Talbot or Karl Nars?","Who was born later, Billy Talbot or Karl Nars?",0.0,1.0,0.0,1.0,Doubled_or_neither,0,1,earlier,later
2wiki-59575c5f08b811ebbd88ac1f6bf848b6,True,False,False,True,Wilhelm Oechsli,Wilhelm Oechsli was born earlier than J,orig,Who was born first out of Wilhelm Oechsli and Jutta Jokiranta?,Who was born last out of Wilhelm Oechsli and Jutta Jokiranta?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-c95fa7b208eb11ebbda7ac1f6bf848b6,True,False,False,False,"Rob Keefe ( born November 5, 1980",,switched,Was Habib Kavuma or Rob Keefe born first?,Was Habib Kavuma or Rob Keefe born last?,0.4,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
hotpot-5a74aa7655429916b01641b5,True,False,True,False,Martina Navratilova was born first.,"Vania King was born on February 3, 1989",orig,"Who was born first, Vania King or Martina Navratilova?","Who was born last, Vania King or Martina Navratilova?",0.5,0.3636363636363636,0.0,0.0,Correct,1,1,first,last
2wiki-6145021108e311ebbda4ac1f6bf848b6,True,False,True,False,Orville Ward Owen.,"Jonny Fairplay (born Jon Dalton, March",orig,Was Orville Ward Owen or Jonny Fairplay born first?,Was Orville Ward Owen or Jonny Fairplay born last?,0.8571428571428571,0.4444444444444445,0.0,0.0,Correct,1,1,first,last
2wiki-83b37d2e08ac11ebbd83ac1f6bf848b6,True,False,False,True,Miss Firecracker,Miss Firecracker was released earlier on June 2,switched,"Which film was released earlier, Miss Firecracker or The Policewoman?","Which film was released later, Miss Firecracker or The Policewoman?",1.0,0.0,1.0,0.0,Fail,1,0,earlier,later
2wiki-7ed7b72708a411ebbd7dac1f6bf848b6,True,False,True,False,Matila Vocea. Matila Voce,Percy Gibb (Percy Henry Gibb,orig,"Who is younger, Matila Vocea or Percy Gibb?","Who is older, Matila Vocea or Percy Gibb?",0.5714285714285715,0.5714285714285715,0.0,0.0,Correct,1,1,younger,older
2wiki-58376d5308f211ebbdaaac1f6bf848b6,True,False,False,True,Alexander Deichsel,Alexander Deichsel. ,switched,Who was born first out of Svein Inge Haagenrud and Alexander Deichsel?,Who was born last out of Svein Inge Haagenrud and Alexander Deichsel?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-d584e752088511ebbd6dac1f6bf848b6,False,False,False,False,,,orig,"Who is older, Evangelina Pérez Zaragoza or Chris Lynch?","Who is younger, Evangelina Pérez Zaragoza or Chris Lynch?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-9fab147d08d911ebbd9cac1f6bf848b6,True,False,True,False,Faniard (Fernand Smeets,Kevin Twaddle (born 31 October 1971 in Edinburgh,orig,"Who was born earlier, Fernand Faniard or Kevin Twaddle?","Who was born later, Fernand Faniard or Kevin Twaddle?",0.4,0.4,0.0,0.0,Correct,1,1,earlier,later
2wiki-918508ca091111ebbdadac1f6bf848b6,True,False,False,True,Bittersweet Harmony (2003) was released,Bittersweet Harmony was released earlier. The,orig,"Which album was released more recently, Bittersweet Harmony or Colin James And The Little Big Band Ii?","Which album was released earlier, Bittersweet Harmony or Colin James And The Little Big Band Ii?",0.5714285714285715,0.0,0.0,0.0,Fail,1,0,recently,earlier
2wiki-727bda6708ea11ebbda7ac1f6bf848b6,False,False,False,True,,Carlos Hartling (2 September 1869 – 13,switched,"Who was born first, Frances Cluett or Carlos Hartling?","Who was born last, Frances Cluett or Carlos Hartling?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
hotpot-5a737d2455429908901be2c7,True,False,False,True,Hideaway Pizza is the older of the two chains,Hideaway Pizza (Hideway Pizza) is younger,orig,"Which pizza chain is older, Hideaway Pizza, or Marion\'s Piazza?","Which pizza chain is younger, Hideaway Pizza, or Marion\'s Piazza?",0.3636363636363636,0.0,0.0,0.0,Fail,1,0,older,younger
2wiki-5764cc3c08f011ebbda8ac1f6bf848b6,True,False,False,True,Naphtali Friedman.,"Naphtali Friedman was born on May 25,",orig,"Who was born first, David Atlas or Naphtali Friedman?","Who was born last, David Atlas or Naphtali Friedman?",0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-156ef0df08c611ebbd90ac1f6bf848b6,True,False,True,False,Veronica Rose,Gary Reed (athlete) was born later than,orig,"Who was born earlier, Veronica Rose or Gary Reed (Athlete)?","Who was born later, Veronica Rose or Gary Reed (Athlete)?",1.0,0.4444444444444445,1.0,0.0,Correct,1,1,earlier,later
2wiki-26070119098211ebbdb0ac1f6bf848b6,True,False,False,False,Desire Me. Desire Me was released in,,orig,"Which film was released first, Desire Me or Pähkähullu Suomi?","Which film was released last, Desire Me or Pähkähullu Suomi?",0.4,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-cf35c403089911ebbd77ac1f6bf848b6,True,False,True,False,Raymond Argentin,Slimane Sissoko ( 20 March 1991,switched,"Who is older, Raymond Argentin or Slimane Sissoko?","Who is younger, Raymond Argentin or Slimane Sissoko?",1.0,0.5,1.0,0.0,Correct,1,1,older,younger
2wiki-dee1ee9b089811ebbd77ac1f6bf848b6,True,False,True,False,John Lesinski Sr. ( born on January 3,Rodrigo Sebastián Celsi Ov,switched,"Who is older, John Lesinski Sr. or Rodrigo Celsi?","Who is younger, John Lesinski Sr. or Rodrigo Celsi?",0.3333333333333333,0.6666666666666666,0.0,0.0,Correct,1,1,older,younger
2wiki-e258b6f808e811ebbda6ac1f6bf848b6,True,False,True,False,Hassan Gouled Aptidon,Zehra Borazancı,switched,"Who was born earlier, Zehra Borazancı or Hassan Gouled Aptidon?","Who was born later, Zehra Borazancı or Hassan Gouled Aptidon?",1.0,1.0,1.0,1.0,Correct,1,1,earlier,later
2wiki-62658f9608b811ebbd88ac1f6bf848b6,True,False,True,False,Miroslav Javín.,Octavian Paler was born earlier. In fact,orig,"Who was born later, Octavian Paler or Miroslav Javín?","Who was born earlier, Octavian Paler or Miroslav Javín?",0.8,0.4,0.0,0.0,Correct,1,1,later,earlier
2wiki-6497361c087111ebbd63ac1f6bf848b6,True,False,False,False,"Douglas Furber (May 13, 1885 – February",,switched,"Who is older, Mark Dion or Douglas Furber?","Who is younger, Mark Dion or Douglas Furber?",0.4,0.0,0.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-539435c2091811ebbdaeac1f6bf848b6,True,False,True,False,Bad Boys For Life,Pathi Bakthi.,orig,"Which film was released more recently, Pathi Bakthi or Bad Boys For Life?","Which film was released earlier, Pathi Bakthi or Bad Boys For Life?",1.0,0.8,1.0,0.0,Correct,1,1,recently,earlier
2wiki-57dbb523086911ebbd5eac1f6bf848b6,False,False,False,True,,Märt Avandi is younger then Niz,switched,"Who is older, Märt Avandi or Nizam Abu Bakar?","Who is younger, Märt Avandi or Nizam Abu Bakar?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-4453d4c2086811ebbd5eac1f6bf848b6,True,False,False,True,Anders Hallberg.,Anders Hallberg,orig,"Who is older, Ilshat Aitkulov or Anders Hallberg?","Who is younger, Ilshat Aitkulov or Anders Hallberg?",0.8,0.0,0.0,0.0,Fail,1,0,older,younger
2wiki-88f7612a08cc11ebbd93ac1f6bf848b6,True,False,False,True,Ihar Zyulew,Ihar Zyulew,orig,Who was born first out of Ihar Zyulew and Ryan Meara?,Who was born last out of Ihar Zyulew and Ryan Meara?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-ae0adf6508f611ebbdaaac1f6bf848b6,False,False,False,False,,,switched,"Who was born earlier, Keith Mackay or Jules Ferdinand Fallou?","Who was born later, Keith Mackay or Jules Ferdinand Fallou?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-d3fdc35e086211ebbd5dac1f6bf848b6,True,False,False,True,Wild Heather,Wild Heather.,switched,"Which film was released first, Pappi (Film) or Wild Heather?","Which film was released last, Pappi (Film) or Wild Heather?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-28382acc08e711ebbda5ac1f6bf848b6,True,True,True,False,John Charnock is not older than Thomas D,"Thomas Dold, born September 10, 1984,",switched,"Who is older, Thomas Dold or John Charnock?","Who is younger, Thomas Dold or John Charnock?",0.4,0.3636363636363636,0.0,0.0,Doubled_or_neither,0,1,older,younger
2wiki-602fde7708b711ebbd88ac1f6bf848b6,True,False,False,False,"Ivar Schmidt ( born December 28, 1946)",,orig,"Who is older, Ivar Schmidt or Guy Whimper?","Who is younger, Ivar Schmidt or Guy Whimper?",0.4,0.0,0.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-d9743dac08dc11ebbd9dac1f6bf848b6,True,False,False,False,Alfons Flisykowski,,switched,Was Neville Bonitto or Alfons Flisykowski born first?,Was Neville Bonitto or Alfons Flisykowski born last?,1.0,0.0,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-f86144e2088411ebbd6dac1f6bf848b6,False,False,False,False,,,switched,"Who is older, David P. Landau or Scott Gammer?","Who is younger, David P. Landau or Scott Gammer?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-e4dafd5b088e11ebbd70ac1f6bf848b6,True,False,False,True,Eric Irvin,Eric Irvin (30 November 1908 1 July 1993,switched,Who was born first out of Femi Hollinger-Janzen and Eric Irvin?,Who was born last out of Femi Hollinger-Janzen and Eric Irvin?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-a06a60dc08f311ebbdaaac1f6bf848b6,False,False,False,True,,Anselm Eckart was born four years before,switched,Was Tomáš Poláček or Anselm Eckart born first?,Was Tomáš Poláček or Anselm Eckart born last?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
hotpot-5a77062f5542993569682ca6,True,False,True,False,Providence Hospital. ,Walter Reed Army Medical Center (WRAMC),switched,"Which hospital was founded first, Walter Reed Army Medical Center or Providence Hospital?","Which hospital was founded last, Walter Reed Army Medical Center or Providence Hospital?",0.6666666666666666,0.9090909090909091,0.0,0.0,Correct,1,1,first,last
2wiki-9b02f820094b11ebbdaeac1f6bf848b6,True,False,False,True,Chitti Tammudu.,Chitti Tammudu (1962) was,orig,"Which film came out first, Chitti Tammudu or Brotherhood Of Blades?","Which film came out last, Chitti Tammudu or Brotherhood Of Blades?",0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-663f760508bd11ebbd8aac1f6bf848b6,True,False,True,True,Dejan Nemec is the older person by birth,Dejan Nemec is not the name of Michael,switched,"Who is younger, Dejan Nemec or Michael Murphy (Sculptor)?","Who is older, Dejan Nemec or Michael Murphy (Sculptor)?",0.4,0.2,0.0,0.0,Doubled_or_neither,1,0,younger,older
2wiki-c309633a08c811ebbd92ac1f6bf848b6,True,False,True,False,Henry Norrström (28 January 1918) is,"Wilford Bacon Hoggatt (September 11,",orig,"Who is younger, Henry Norrström or Wilford Bacon Hoggatt?","Who is older, Henry Norrström or Wilford Bacon Hoggatt?",0.5,0.6666666666666666,0.0,0.0,Correct,1,1,younger,older
2wiki-37813aed08f811ebbdaaac1f6bf848b6,False,True,False,True,Léo Major.,"Charles Nicholls was born on December 5,",orig,"Who was born first, Léo Major or Charles Nicholls?","Who was born last, Léo Major or Charles Nicholls?",0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-f7e268b6087011ebbd63ac1f6bf848b6,False,True,True,False,The World According To Sesame Street. The,The World According to Sesame Street. The,switched,"Which film came out earlier, The World According To Sesame Street or Love And Support?","Which film came out later, The World According To Sesame Street or Love And Support?",0.0,0.4,0.0,0.0,Fail,0,1,earlier,later
2wiki-eb6a1f5c08cf11ebbd95ac1f6bf848b6,True,False,False,False,"Charles Thompson Mathews, Charles Mathews was born",,orig,"Who is older, Lawrence E. Spivak or Charles Thompson Mathews?","Who is younger, Lawrence E. Spivak or Charles Thompson Mathews?",0.5454545454545454,0.0,0.0,0.0,Doubled_or_neither,1,0,older,younger
hotpot-5a7e295b5542995ed0d166b8,True,False,True,False,"Paul Cotton, who was born on February 26,",Miles Hunt (born 29 July 1966) is younger,orig,"Which guitarist is older, Miles Hunt or Paul Cotton?","Which guitarist is younger, Miles Hunt or Paul Cotton?",0.33333333333333337,0.4,0.0,0.0,Correct,1,1,older,younger
2wiki-7ae58aa3091211ebbdadac1f6bf848b6,True,False,True,False,Red Sands,Naxal (film) ( 2015) released,orig,"Which film came out earlier, Red Sands or Naxal (film)?","Which film came out later, Red Sands or Naxal (film)?",1.0,0.33333333333333337,1.0,0.0,Correct,1,1,earlier,later
2wiki-224063c408b711ebbd88ac1f6bf848b6,False,True,True,False,Lea Dabič,Lea Dabič was born earlier.,switched,"Who was born later, Lea Dabič or Mamadi Berthe?","Who was born earlier, Lea Dabič or Mamadi Berthe?",0.0,0.5,0.0,0.0,Fail,0,1,later,earlier
2wiki-e2c8d7ef088e11ebbd70ac1f6bf848b6,False,True,False,False,Karel Thomas Van Vollenhoven (Tom,,orig,Was Tom Van Vollenhoven or Jacques Decour born first?,Was Tom Van Vollenhoven or Jacques Decour born last?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-92c596c208c211ebbd8cac1f6bf848b6,False,True,True,False,Robert Lawrence (Producer) was born on June,Robert Lawrence (Producer) was born earlier.,switched,"Who was born later, Robert Lawrence (Producer) or Josef Zellweger?","Who was born earlier, Robert Lawrence (Producer) or Josef Zellweger?",0.0,0.4444444444444445,0.0,0.0,Fail,0,1,later,earlier
2wiki-6d26b1a008b611ebbd88ac1f6bf848b6,True,False,True,False,Edward M. Lawson.,Nikola Malbaša ( born September 12,orig,"Who is older, Nikola Malbaša or Edward M. Lawson?","Who is younger, Nikola Malbaša or Edward M. Lawson?",0.5,0.5,0.0,0.0,Correct,1,1,older,younger
2wiki-09ea678a08c011ebbd8aac1f6bf848b6,True,False,False,False,"Reinhold O. Carlson (September 20,",,orig,"Who died first, Reinhold O. Carlson or Joe Matthews (Politician)?","Who died last, Reinhold O. Carlson or Joe Matthews (Politician)?",0.4,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
hotpot-5a7a640b5542996c55b2dd90,True,False,False,True,Soda Stereo was created in Buenos Aires in,The creation of the band Soda Stereo happened,orig,"Which happened first, Alex Turner\'s birth or the creation of the band Soda Stereo?","Which happened last, Alex Turner\'s birth or the creation of the band Soda Stereo?",0.4,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-19354926094611ebbdaeac1f6bf848b6,False,True,False,True,Trail Guide ( 1952) was released more recently than,Ninagagi,orig,"Which film was released more recently, Ninagagi or Trail Guide?","Which film was released earlier, Ninagagi or Trail Guide?",0.0,0.0,0.0,0.0,Reversed,0,0,recently,earlier
2wiki-a4b7e83408a211ebbd7bac1f6bf848b6,False,True,True,False,Kabani Nadi Chuvannappol or,Kabani Nadi Chuvannappol (,orig,"Which film came out first, Kabani Nadi Chuvannappol or Jadui Putli?","Which film came out last, Kabani Nadi Chuvannappol or Jadui Putli?",0.0,0.8571428571428571,0.0,0.0,Fail,0,1,first,last
2wiki-cba0638b08ba11ebbd88ac1f6bf848b6,True,False,True,False,Stevan Moljević,Jose Thettayil,switched,Who was born first out of Jose Thettayil and Stevan Moljević?,Who was born last out of Jose Thettayil and Stevan Moljević?,1.0,1.0,1.0,1.0,Correct,1,1,first,last
2wiki-800b72e608e911ebbda7ac1f6bf848b6,True,False,False,True,Yunus Gülnar,Yunus Gülnar.,orig,"Who was born first, Yunus Gülnar or Tobias Berger?","Who was born last, Yunus Gülnar or Tobias Berger?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-62e5d8b208b111ebbd85ac1f6bf848b6,True,False,False,True,"Louise Goff Reece ( November 6, 1898","Louise Goff Reece ( November 6, 1898",orig,"Who is older, Roberto Aballay or Louise Goff Reece?","Who is younger, Roberto Aballay or Louise Goff Reece?",0.5454545454545454,0.0,0.0,0.0,Fail,1,0,older,younger
2wiki-768ff3ba08f111ebbda8ac1f6bf848b6,True,False,True,False,Karl Heim,Earle Wayne Hopping,switched,"Who was born earlier, Karl Heim or Earle Hopping?","Who was born later, Karl Heim or Earle Hopping?",1.0,0.8,1.0,0.0,Correct,1,1,earlier,later
2wiki-cff1c28d08e011ebbda2ac1f6bf848b6,True,False,False,True,"Keith Traylor ( born September 3, 1969","Keith Traylor ( born September 3, 1969",switched,"Who was born earlier, Keith Traylor or Clay Priest?","Who was born later, Keith Traylor or Clay Priest?",0.4,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-60efc79e094811ebbdaeac1f6bf848b6,True,False,True,False,Jedenácté Přikázán,Bloodworth. Bloodworth was released in 2010 and,orig,"Which film was released earlier, Bloodworth or Jedenácté přikázání?","Which film was released later, Bloodworth or Jedenácté přikázání?",0.5,0.2222222222222222,0.0,0.0,Correct,1,1,earlier,later
2wiki-e6f7328c08f411ebbdaaac1f6bf848b6,False,True,True,False,Aaron Morris ( footballler ) was not born first,Aaron Morris ( football player ) was born 30 days,switched,Was Aaron Morris (footballer) or Märt Israel born first?,Was Aaron Morris (footballer) or Märt Israel born last?,0.0,0.33333333333333337,0.0,0.0,Fail,0,1,first,last
2wiki-dc19ca4908c511ebbd8fac1f6bf848b6,True,False,True,False,Andrea Ladányi,Climax Lawrence.,switched,"Who was born earlier, Andrea Ladányi or Climax Lawrence?","Who was born later, Andrea Ladányi or Climax Lawrence?",1.0,0.8,1.0,0.0,Correct,1,1,earlier,later
2wiki-dacff502085911ebbd5bac1f6bf848b6,True,False,True,True,Anastasia Vykhodtseva,Henry Carden was born earlier than Anastasia,orig,"Who was born later, Anastasia Vykhodtseva or Henry Carden?","Who was born earlier, Anastasia Vykhodtseva or Henry Carden?",1.0,0.4444444444444445,1.0,0.0,Doubled_or_neither,1,0,later,earlier
2wiki-6194b053086211ebbd5dac1f6bf848b6,False,True,False,True,"Johnny Paul ""Admiral"" Jones (August","Harry Tomlinson ( November 29, 1944 )",switched,Was Johnny Jones (Baseball) or Harry Tomlinson born first?,Was Johnny Jones (Baseball) or Harry Tomlinson born last?,0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-913814e4085711ebbd5aac1f6bf848b6,False,False,False,True,,"Porno Holocaust was released first on Jan 20,",switched,"Which film was released first, Porno Holocaust or White Bird In A Blizzard?","Which film was released last, Porno Holocaust or White Bird In A Blizzard?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-954ea44a08c611ebbd90ac1f6bf848b6,False,False,False,False,,,orig,"Who was born earlier, Delphine Zanga Tsogo or Jack Brizendine?","Who was born later, Delphine Zanga Tsogo or Jack Brizendine?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-87961fa0085711ebbd5aac1f6bf848b6,True,False,True,False,The Fast Sword,Miss Sharon Jones! (Miss Sharon Jones! is,orig,"Which film came out earlier, Miss Sharon Jones! or The Fast Sword?","Which film came out later, Miss Sharon Jones! or The Fast Sword?",1.0,0.22222222222222224,1.0,0.0,Correct,1,1,earlier,later
2wiki-4e04ae1808fb11ebbdacac1f6bf848b6,False,True,False,False,Panzerfaust Magazine,,switched,"Which magazine was founded first, Panzerfaust Magazine or Shiraza Dogri?","Which magazine was founded last, Panzerfaust Magazine or Shiraza Dogri?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-6246acda08ed11ebbda7ac1f6bf848b6,True,False,False,True,Clan Of Amazons,Clan Of Amazons was released later than,switched,"Which film was released first, Intern Academy or Clan Of Amazons?","Which film was released last, Intern Academy or Clan Of Amazons?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-de1799a108d511ebbd98ac1f6bf848b6,True,False,True,False,Otokar Fischer,Ivona Dadic.,switched,Who was born first out of Ivona Dadic and Otokar Fischer?,Who was born last out of Ivona Dadic and Otokar Fischer?,1.0,0.5,1.0,0.0,Correct,1,1,first,last
2wiki-dff0986f091111ebbdadac1f6bf848b6,False,True,True,False,Wild Oats (Film) was released first on,Wild Oats (Film) was released last.,orig,"Which film was released first, Wild Oats (Film) or Bardaasht?","Which film was released last, Wild Oats (Film) or Bardaasht?",0.0,0.4,0.0,0.0,Fail,0,1,first,last
2wiki-7f07751108ae11ebbd83ac1f6bf848b6,False,True,False,False,Anne Beale.,,switched,"Who died later, Ebba Sundstrom Nylander or Anne Beale?","Who died earlier, Ebba Sundstrom Nylander or Anne Beale?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,later,earlier
2wiki-841651b2084911ebbd55ac1f6bf848b6,True,False,False,True,Boon Mark Gittisarn ( September 1,Boon Mark Gittisarn,orig,Was Denise Djokic or Boon Mark Gittisarn born first?,Was Denise Djokic or Boon Mark Gittisarn born last?,0.6666666666666666,0.0,0.0,0.0,Fail,1,0,first,last
hotpot-5a840476554299123d8c21cd,True,False,True,False,Enanitos Verdes.,Dinosaur Pile-Up. They formed,switched,Which group was first formed between Dinosaur Pile-Up and Enanitos Verdes?,Which group was last formed between Dinosaur Pile-Up and Enanitos Verdes?,0.8,0.5714285714285715,0.0,0.0,Correct,1,1,first,last
2wiki-5fe2424a095311ebbdaeac1f6bf848b6,True,False,True,False,Oridathoru Puzhayundu,Shirley Adams.,orig,"Which film was released earlier, Shirley Adams or Oridathoru Puzhayundu?","Which film was released later, Shirley Adams or Oridathoru Puzhayundu?",1.0,0.8,1.0,0.0,Correct,1,1,earlier,later
hotpot-5ae347cb5542990afbd1e104,True,False,True,False,Envy on the Coast. Envy on the,Skypilot,orig,"Which band formed first, Envy on the Coast or Skypilot?","Which band formed last, Envy on the Coast or Skypilot?",0.6666666666666666,1.0,0.0,1.0,Correct,1,1,first,last
2wiki-c56e0733091c11ebbdaeac1f6bf848b6,True,False,False,True,Blood Junkie.,Blood Junkie,switched,"Which film was released earlier, Blood Junkie or 6 Below: Miracle On The Mountain?","Which film was released later, Blood Junkie or 6 Below: Miracle On The Mountain?",0.8,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-cc1d641208a511ebbd7dac1f6bf848b6,False,False,True,True,,Heather Fuhr. Dorman was born on November,switched,"Who is younger, Heather Fuhr or Conor Dorman?","Who is older, Heather Fuhr or Conor Dorman?",0.0,0.4,0.0,0.0,Doubled_or_neither,0,0,younger,older
2wiki-52ae28db08f711ebbdaaac1f6bf848b6,True,False,True,False,Davide Balestrero,Heather Graham Pozzessere (born March 15,switched,"Who is younger, Davide Balestrero or Heather Graham Pozzessere?","Who is older, Davide Balestrero or Heather Graham Pozzessere?",1.0,0.6666666666666666,1.0,0.0,Correct,1,1,younger,older
2wiki-d0d02d82086111ebbd5dac1f6bf848b6,True,False,True,False,Miriam Forasté,Tanner Smith (footballer) was born before,switched,"Who was born first, Miriam Forasté or Tanner Smith (footballer)?","Who was born last, Miriam Forasté or Tanner Smith (footballer)?",1.0,0.5,1.0,0.0,Correct,1,1,first,last
2wiki-ce65f1b608fb11ebbdacac1f6bf848b6,True,False,True,False,Die Freundin was the magazine that was published,Lou Lou,orig,"Which magazine was published first, Die Freundin or Lou Lou?","Which magazine was published last, Die Freundin or Lou Lou?",0.4,0.5,0.0,1.0,Correct,1,1,first,last
2wiki-f3320ac808df11ebbda1ac1f6bf848b6,True,False,False,True,Tom Bissell was born earlier than Antonia,"Tom Bissell was born on January 9,",orig,"Who was born first, Antoniya Grigorova or Tom Bissell?","Who was born last, Antoniya Grigorova or Tom Bissell?",0.4444444444444445,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-5f34f8d408fb11ebbdacac1f6bf848b6,False,False,True,True,,The Moving Picture World was founded before Mojo (,switched,"Which magazine was founded first, Mojo (Magazine) or The Moving Picture World?","Which magazine was founded last, Mojo (Magazine) or The Moving Picture World?",0.0,0.1818181818181818,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-6c3a71f1087011ebbd62ac1f6bf848b6,True,False,True,False,Thomas Mort ( 1 December 1897 – 6 June 1967,Gonçalves,orig,Was Thomas Mort or Claude Gonçalves born first?,Was Thomas Mort or Claude Gonçalves born last?,0.33333333333333337,0.6666666666666666,0.0,0.0,Correct,1,1,first,last
2wiki-fde3b06808ab11ebbd82ac1f6bf848b6,False,False,True,False,,North Ludlow Beamish,switched,"Who was born later, Lansing Leroy Mitchell or North Ludlow Beamish?","Who was born earlier, Lansing Leroy Mitchell or North Ludlow Beamish?",0.0,1.0,0.0,1.0,Doubled_or_neither,0,1,later,earlier
hotpot-5a87814b5542993e715abf8c,True,False,False,True,National University of Singapore (NUS),National University of Singapore (NUS) was established,switched,"Which was established first, Presbyterian University College or National University of Singapore?","Which was established last, Presbyterian University College or National University of Singapore?",0.888888888888889,0.2,0.0,0.0,Fail,1,0,first,last
2wiki-cd30d3eb087111ebbd63ac1f6bf848b6,False,True,True,False,"Charles Dudley ""Charlie"" Daly. Charles",Charles Dudley Daly (Born on October 31,orig,"Who was born later, Anghel Iordănescu or Charles Dudley Daly?","Who was born earlier, Anghel Iordănescu or Charles Dudley Daly?",0.0,0.6,0.0,0.0,Fail,0,1,later,earlier
2wiki-f23dbc0808cf11ebbd95ac1f6bf848b6,False,False,True,False,Gela Giorgis dze Ketash,Gela Ketashvili,switched,Was Alberto Minetti or Gela Ketashvili born first?,Was Alberto Minetti or Gela Ketashvili born last?,0.0,0.6666666666666666,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-8f6b38cc088511ebbd6dac1f6bf848b6,False,False,False,False,,,switched,"Who is older, Geraldine Lee or Chris Wingert?","Who is younger, Geraldine Lee or Chris Wingert?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-fb89d5ae087611ebbd67ac1f6bf848b6,True,False,False,True,Mitch Escanellas,Mitch Escanellas,switched,"Who was born first, Mitch Escanellas or Arjan Swinkels?","Who was born last, Mitch Escanellas or Arjan Swinkels?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-84aabed5087511ebbd67ac1f6bf848b6,False,False,False,False,,,orig,"Which film was released earlier, Viva Las Vegas or The Soul of Nigger Charley?","Which film was released later, Viva Las Vegas or The Soul of Nigger Charley?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-b462dded08bf11ebbd8aac1f6bf848b6,True,False,False,True,Raúl Arias Rosas,Raúl Arias Rosas,orig,Who was born first out of Raúl Arias and Phool Maya Kyapchhaki?,Who was born last out of Raúl Arias and Phool Maya Kyapchhaki?,0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-41b8d94108ba11ebbd88ac1f6bf848b6,False,False,False,False,,,switched,"Who was born earlier, Marc Salyers or Johnny Lozada?","Who was born later, Marc Salyers or Johnny Lozada?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-4dd5895408cd11ebbd93ac1f6bf848b6,True,False,True,False,Francis Morphet Twisleton.,Darri Ingolfsson. ,orig,"Who was born earlier, Francis Morphet Twisleton or Darri Ingolfsson?","Who was born later, Francis Morphet Twisleton or Darri Ingolfsson?",0.8571428571428571,0.6666666666666666,0.0,0.0,Correct,1,1,earlier,later
